Name,Phone,Address,Category,Date,Invoice No.,Quantity,Unit Price,Amount,Description
Kwasi Aidoo,0311634371,KWA ADDRESS,Purchase,24-2-2019,KWA6472388727,664,175.35,116432.4,664 purchases
Kwasi Aidoo,0311634371,KWA ADDRESS,Purchase,16-2-2019,KWA2080418826,910,58.37,53116.7,910 purchases
Kwasi Aidoo,0311634371,KWA ADDRESS,Purchase,23-10-2019,KWA5666026085,515,185.6,95584.0,515 purchases
Kwasi Aidoo,0311634371,KWA ADDRESS,Purchase,14-3-2019,KWA2003401236,359,5.79,2078.61,359 purchases
Kwasi Aidoo,0311634371,KWA ADDRESS,Purchase,11-9-2019,KWA7873582422,739,6.88,5084.32,739 purchases
Kwasi Aidoo,0311634371,KWA ADDRESS,Purchase,21-11-2019,KWA3754435860,983,17.61,17310.63,983 purchases
Kwasi Aidoo,0311634371,KWA ADDRESS,Purchase,20-11-2019,KWA5211514175,722,18.27,13190.94,722 purchases
Kwasi Aidoo,0311634371,KWA ADDRESS,Purchase,19-1-2019,KWA0338188403,472,44.56,21032.32,472 purchases
Kwasi Aidoo,0311634371,KWA ADDRESS,Purchase,16-5-2019,KWA0277543667,744,378.38,281514.72,744 purchases
Kwasi Aidoo,0311634371,KWA ADDRESS,Purchase,16-2-2019,KWA3377660088,306,386.29,118204.74,306 purchases
Kwasi Aidoo,0311634371,KWA ADDRESS,Purchase,4-11-2019,KWA8236038282,629,420.21,264312.09,629 purchases
Kwasi Aidoo,0311634371,KWA ADDRESS,Purchase,13-6-2019,KWA1073162585,573,57.56,32981.88,573 purchases
Kwasi Aidoo,0311634371,KWA ADDRESS,Purchase,8-1-2019,KWA3386614075,927,3.24,3003.48,927 purchases
Kwasi Aidoo,0311634371,KWA ADDRESS,Purchase,25-11-2019,KWA8653812882,371,108.6,40290.6,371 purchases
Kwasi Aidoo,0311634371,KWA ADDRESS,Purchase,7-11-2019,KWA1231840771,958,5.58,5345.64,958 purchases
Kwasi Aidoo,0311634371,KWA ADDRESS,Purchase,2-3-2019,KWA4037156706,561,73.1,41009.1,561 purchases
Kwasi Aidoo,0311634371,KWA ADDRESS,Purchase,10-8-2019,KWA7862343003,270,217.15,58630.5,270 purchases
Kwasi Aidoo,0311634371,KWA ADDRESS,Purchase,1-4-2019,KWA1474106383,787,23.45,18455.15,787 purchases
Kwasi Aidoo,0311634371,KWA ADDRESS,Purchase,21-8-2019,KWA5418877281,634,10.41,6599.94,634 purchases
Kwasi Aidoo,0311634371,KWA ADDRESS,Purchase,28-9-2019,KWA3310456541,952,67.89,64631.28,952 purchases
Kwasi Aidoo,0311634371,KWA ADDRESS,Purchase,21-3-2019,KWA5681371580,333,10.99,3659.67,333 purchases
Kwasi Aidoo,0311634371,KWA ADDRESS,Purchase,6-5-2019,KWA2381206418,441,33.19,14636.79,441 purchases
Kwasi Aidoo,0311634371,KWA ADDRESS,Purchase,12-10-2019,KWA5261151360,484,32.97,15957.48,484 purchases
Kwasi Aidoo,0311634371,KWA ADDRESS,Purchase,12-8-2019,KWA2364746685,971,138.37,134357.27,971 purchases
Kwasi Aidoo,0311634371,KWA ADDRESS,Purchase,5-2-2019,KWA4707480717,368,6.99,2572.32,368 purchases
Kwasi Aidoo,0311634371,KWA ADDRESS,Purchase,9-6-2019,KWA8503415586,263,9.37,2464.31,263 purchases
Kwasi Aidoo,0311634371,KWA ADDRESS,Purchase,27-9-2019,KWA8347037414,322,287.16,92465.52,322 purchases
Kwasi Aidoo,0311634371,KWA ADDRESS,Purchase,1-1-2019,KWA8143577382,982,192.22,188760.04,982 purchases
Kwasi Aidoo,0311634371,KWA ADDRESS,Purchase,18-3-2019,KWA2828356181,250,455.36,113840.0,250 purchases
Kwasi Aidoo,0311634371,KWA ADDRESS,Purchase,22-1-2019,KWA6771713156,508,43.21,21950.68,508 purchases
Kwasi Aidoo,0311634371,KWA ADDRESS,Purchase,25-11-2019,KWA8862005730,319,314.26,100248.94,319 purchases
Kwasi Aidoo,0311634371,KWA ADDRESS,Purchase,9-11-2019,KWA1314477105,607,113.41,68839.87,607 purchases
Afia Agyeiwaa,7728733734,AFI ADDRESS,Sale,6-1-2019,PFMS3401315248,934,335.37,313235.58,934 sales
Afia Agyeiwaa,7728733734,AFI ADDRESS,Sale,27-9-2019,PFMS0144245886,655,170.91,111946.05,655 sales
Afia Agyeiwaa,7728733734,AFI ADDRESS,Sale,13-8-2019,PFMS2825663307,732,8.4,6148.8,732 sales
Afia Agyeiwaa,7728733734,AFI ADDRESS,Sale,11-6-2019,PFMS0607880344,362,21.69,7851.78,362 sales
Afia Agyeiwaa,7728733734,AFI ADDRESS,Sale,8-3-2019,PFMS1234685824,713,166.25,118536.25,713 sales
Afia Agyeiwaa,7728733734,AFI ADDRESS,Sale,9-8-2019,PFMS5300452132,538,225.61,121378.18,538 sales
Afia Agyeiwaa,7728733734,AFI ADDRESS,Sale,8-5-2019,PFMS8606465746,337,145.83,49144.71,337 sales
Afia Agyeiwaa,7728733734,AFI ADDRESS,Sale,12-3-2019,PFMS6785731147,416,13.49,5611.84,416 sales
Afia Agyeiwaa,7728733734,AFI ADDRESS,Sale,1-2-2019,PFMS1731206174,431,6.24,2689.44,431 sales
Afia Agyeiwaa,7728733734,AFI ADDRESS,Sale,19-4-2019,PFMS2043781384,843,130.73,110205.39,843 sales
Afia Agyeiwaa,7728733734,AFI ADDRESS,Sale,22-8-2019,PFMS7284326415,469,5.4,2532.6,469 sales
Afia Agyeiwaa,7728733734,AFI ADDRESS,Sale,14-2-2019,PFMS6036140544,414,78.27,32403.78,414 sales
Afia Agyeiwaa,7728733734,AFI ADDRESS,Sale,7-9-2019,PFMS0324421826,716,71.81,51415.96,716 sales
Afia Agyeiwaa,7728733734,AFI ADDRESS,Sale,14-2-2019,PFMS5171657872,382,316.09,120746.38,382 sales
Afia Agyeiwaa,7728733734,AFI ADDRESS,Sale,4-1-2019,PFMS3066616378,267,106.26,28371.42,267 sales
Afia Agyeiwaa,7728733734,AFI ADDRESS,Sale,18-1-2019,PFMS3427384717,781,65.36,51046.16,781 sales
Afia Agyeiwaa,7728733734,AFI ADDRESS,Sale,8-2-2019,PFMS3864625756,671,240.98,161697.58,671 sales
Afia Agyeiwaa,7728733734,AFI ADDRESS,Sale,27-6-2019,PFMS5208248058,250,41.26,10315.0,250 sales
Afia Agyeiwaa,7728733734,AFI ADDRESS,Sale,12-10-2019,PFMS0642586607,667,212.82,141950.94,667 sales
Afia Agyeiwaa,7728733734,AFI ADDRESS,Sale,21-11-2019,PFMS0210862786,773,99.3,76758.9,773 sales
Afia Agyeiwaa,7728733734,AFI ADDRESS,Sale,13-9-2019,PFMS8573118556,324,134.87,43697.88,324 sales
Afia Agyeiwaa,7728733734,AFI ADDRESS,Sale,4-7-2019,PFMS3802552252,822,120.2,98804.4,822 sales
Afia Agyeiwaa,7728733734,AFI ADDRESS,Sale,18-2-2019,PFMS8411752586,341,21.84,7447.44,341 sales
Afia Agyeiwaa,7728733734,AFI ADDRESS,Sale,25-3-2019,PFMS3203538775,828,96.9,80233.2,828 sales
Afia Agyeiwaa,7728733734,AFI ADDRESS,Sale,19-9-2019,PFMS0216186787,344,14.0,4816.0,344 sales
Afia Agyeiwaa,7728733734,AFI ADDRESS,Sale,19-4-2019,PFMS0467106365,392,43.64,17106.88,392 sales
Afia Agyeiwaa,7728733734,AFI ADDRESS,Sale,3-1-2019,PFMS5010642854,803,19.85,15939.55,803 sales
Afia Agyeiwaa,7728733734,AFI ADDRESS,Sale,22-7-2019,PFMS6545076283,783,26.46,20718.18,783 sales
Afia Agyeiwaa,7728733734,AFI ADDRESS,Sale,5-8-2019,PFMS3875122712,864,379.44,327836.16,864 sales
Afia Agyeiwaa,7728733734,AFI ADDRESS,Sale,27-1-2019,PFMS5575350386,965,253.45,244579.25,965 sales
Afia Agyeiwaa,7728733734,AFI ADDRESS,Sale,27-2-2019,PFMS5033630136,401,31.78,12743.78,401 sales
Afia Agyeiwaa,7728733734,AFI ADDRESS,Sale,27-10-2019,PFMS6233201041,695,441.03,306515.85,695 sales
Afia Agyeiwaa,7728733734,AFI ADDRESS,Sale,26-9-2019,PFMS6575076585,822,130.19,107016.18,822 sales
Afia Agyeiwaa,7728733734,AFI ADDRESS,Sale,27-10-2019,PFMS1713301855,264,92.79,24496.56,264 sales
Afia Agyeiwaa,7728733734,AFI ADDRESS,Sale,26-7-2019,PFMS4347673841,605,223.51,135223.55,605 sales
Afia Agyeiwaa,7728733734,AFI ADDRESS,Sale,8-10-2019,PFMS5684340231,348,461.91,160744.68,348 sales
Afia Agyeiwaa,7728733734,AFI ADDRESS,Sale,28-8-2019,PFMS1013265805,525,121.39,63729.75,525 sales
Afia Agyeiwaa,7728733734,AFI ADDRESS,Sale,15-4-2019,PFMS2781676330,827,96.8,80053.6,827 sales
Kojo Manu,3282355067,KOJ ADDRESS,Sale,16-7-2019,PFMS7460402700,728,34.08,24810.24,728 sales
Kojo Manu,3282355067,KOJ ADDRESS,Sale,25-3-2019,PFMS4382737233,944,303.26,286277.44,944 sales
Kojo Manu,3282355067,KOJ ADDRESS,Sale,12-6-2019,PFMS7705641238,664,224.38,148988.32,664 sales
Kojo Manu,3282355067,KOJ ADDRESS,Sale,15-2-2019,PFMS4032723274,820,33.74,27666.8,820 sales
Kojo Manu,3282355067,KOJ ADDRESS,Sale,17-5-2019,PFMS4235544070,778,2.88,2240.64,778 sales
Kojo Manu,3282355067,KOJ ADDRESS,Sale,5-4-2019,PFMS3516261113,417,16.34,6813.78,417 sales
Kojo Manu,3282355067,KOJ ADDRESS,Sale,1-1-2019,PFMS3157376610,457,180.8,82625.6,457 sales
Kojo Manu,3282355067,KOJ ADDRESS,Sale,16-8-2019,PFMS4338271520,539,343.21,184990.19,539 sales
Kojo Manu,3282355067,KOJ ADDRESS,Sale,16-8-2019,PFMS0500062854,588,209.26,123044.88,588 sales
Kojo Manu,3282355067,KOJ ADDRESS,Sale,20-11-2019,PFMS8404444048,887,123.1,109189.7,887 sales
Kojo Manu,3282355067,KOJ ADDRESS,Sale,14-6-2019,PFMS6360586053,669,7.18,4803.42,669 sales
Kojo Manu,3282355067,KOJ ADDRESS,Sale,27-2-2019,PFMS7381231643,930,29.39,27332.7,930 sales
Kojo Manu,3282355067,KOJ ADDRESS,Sale,25-10-2019,PFMS1403762313,945,279.37,264004.65,945 sales
Kojo Manu,3282355067,KOJ ADDRESS,Sale,19-9-2019,PFMS8580154656,889,153.12,136123.68,889 sales
Kojo Manu,3282355067,KOJ ADDRESS,Sale,14-5-2019,PFMS2401382374,457,13.15,6009.55,457 sales
Kojo Manu,3282355067,KOJ ADDRESS,Sale,6-3-2019,PFMS1586470012,819,6.05,4954.95,819 sales
Kojo Manu,3282355067,KOJ ADDRESS,Sale,20-9-2019,PFMS0228147735,874,0.74,646.76,874 sales
Kojo Manu,3282355067,KOJ ADDRESS,Sale,23-2-2019,PFMS5714658451,460,105.2,48392.0,460 sales
Kojo Manu,3282355067,KOJ ADDRESS,Sale,3-4-2019,PFMS3668373006,848,168.86,143193.28,848 sales
Kojo Manu,3282355067,KOJ ADDRESS,Sale,20-1-2019,PFMS5855284353,863,191.68,165419.84,863 sales
Kojo Manu,3282355067,KOJ ADDRESS,Sale,8-11-2019,PFMS3210068883,391,96.14,37590.74,391 sales
Kojo Manu,3282355067,KOJ ADDRESS,Sale,15-6-2019,PFMS7086518236,341,106.63,36360.83,341 sales
Kojo Manu,3282355067,KOJ ADDRESS,Sale,24-4-2019,PFMS4563186661,300,79.65,23895.0,300 sales
Kojo Manu,3282355067,KOJ ADDRESS,Sale,24-5-2019,PFMS1614524218,560,350.51,196285.6,560 sales
Kojo Manu,3282355067,KOJ ADDRESS,Sale,15-1-2019,PFMS1365323315,564,140.88,79456.32,564 sales
Kojo Manu,3282355067,KOJ ADDRESS,Sale,1-5-2019,PFMS7417158443,415,128.0,53120.0,415 sales
Kojo Manu,3282355067,KOJ ADDRESS,Sale,1-1-2019,PFMS4815365508,745,280.57,209024.65,745 sales
Kojo Manu,3282355067,KOJ ADDRESS,Sale,29-1-2019,PFMS8051031163,926,118.96,110156.96,926 sales
Kojo Manu,3282355067,KOJ ADDRESS,Sale,12-9-2019,PFMS6272235166,864,15.95,13780.8,864 sales
Kojo Manu,3282355067,KOJ ADDRESS,Sale,26-8-2019,PFMS1677463656,415,85.29,35395.35,415 sales
Kojo Manu,3282355067,KOJ ADDRESS,Sale,16-7-2019,PFMS5487373852,826,27.26,22516.76,826 sales
Kojo Manu,3282355067,KOJ ADDRESS,Sale,27-1-2019,PFMS4322740665,363,38.97,14146.11,363 sales
Kojo Manu,3282355067,KOJ ADDRESS,Sale,17-2-2019,PFMS7441625337,587,10.42,6116.54,587 sales
Kojo Manu,3282355067,KOJ ADDRESS,Sale,28-3-2019,PFMS4842607047,353,59.5,21003.5,353 sales
Kojo Manu,3282355067,KOJ ADDRESS,Sale,19-7-2019,PFMS7460654855,261,68.36,17841.96,261 sales
Kojo Manu,3282355067,KOJ ADDRESS,Sale,7-4-2019,PFMS2881624437,299,170.02,50835.98,299 sales
Kojo Manu,3282355067,KOJ ADDRESS,Sale,28-6-2019,PFMS0515152876,730,78.66,57421.8,730 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,23-5-2019,PFMS1341133378,274,199.06,54542.44,274 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,7-1-2019,PFMS5580205147,311,312.02,97038.22,311 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,17-2-2019,PFMS4388685422,888,8.52,7565.76,888 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,15-1-2019,PFMS8018251582,302,16.44,4964.88,302 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,26-7-2019,PFMS5450141323,734,68.61,50359.74,734 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,27-6-2019,PFMS8151170410,845,203.95,172337.75,845 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,29-1-2019,PFMS6152136068,666,20.15,13419.9,666 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,9-1-2019,PFMS3036321081,318,61.37,19515.66,318 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,7-10-2019,PFMS6083438031,741,151.18,112024.38,741 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,23-10-2019,PFMS4834252628,631,296.06,186813.86,631 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,4-5-2019,PFMS0066642060,814,162.97,132657.58,814 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,24-11-2019,PFMS2255112616,438,15.37,6732.06,438 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,6-2-2019,PFMS5565834420,568,188.2,106897.6,568 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,24-7-2019,PFMS0552067473,430,21.42,9210.6,430 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,24-8-2019,PFMS2608086301,730,13.81,10081.3,730 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,7-9-2019,PFMS3363638157,800,129.04,103232.0,800 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,7-11-2019,PFMS5566523058,423,75.03,31737.69,423 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,6-7-2019,PFMS3310041623,716,103.53,74127.48,716 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,22-4-2019,PFMS6642521026,460,124.34,57196.4,460 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,13-11-2019,PFMS1450661335,320,5.84,1868.8,320 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,4-1-2019,PFMS8805458553,834,48.8,40699.2,834 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,18-4-2019,PFMS1822285653,770,37.94,29213.8,770 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,5-9-2019,PFMS3437280114,892,163.34,145699.28,892 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,17-1-2019,PFMS4505222634,624,15.32,9559.68,624 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,27-5-2019,PFMS2516738082,363,281.21,102079.23,363 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,18-5-2019,PFMS6622488340,998,19.82,19780.36,998 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,14-2-2019,PFMS5357801453,548,16.0,8768.0,548 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,7-5-2019,PFMS2210513101,709,159.28,112929.52,709 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,8-8-2019,PFMS8418346515,903,254.02,229380.06,903 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,28-7-2019,PFMS7246663453,419,29.42,12326.98,419 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,1-10-2019,PFMS7740614754,486,46.08,22394.88,486 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,18-5-2019,PFMS4605653168,726,25.78,18716.28,726 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,10-11-2019,PFMS1478783748,340,119.44,40609.6,340 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,3-6-2019,PFMS2007326531,573,47.56,27251.88,573 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,24-6-2019,PFMS2422014428,658,414.34,272635.72,658 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,22-3-2019,PFMS2250877126,599,177.04,106046.96,599 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,11-3-2019,PFMS6166837402,971,35.98,34936.58,971 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,14-10-2019,PFMS1726360816,511,18.9,9657.9,511 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,18-2-2019,PFMS3882358417,344,26.28,9040.32,344 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,16-1-2019,PFMS4677631455,754,8.84,6665.36,754 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,22-11-2019,PFMS2486183082,886,26.35,23346.1,886 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,4-9-2019,PFMS5366683665,968,59.84,57925.12,968 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,29-8-2019,PFMS3143055272,589,1.38,812.82,589 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,5-11-2019,PFMS5014217415,337,328.61,110741.57,337 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,12-1-2019,PFMS1104846102,937,100.23,93915.51,937 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,7-7-2019,PFMS0872353337,793,132.34,104945.62,793 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,14-8-2019,PFMS0825888100,612,220.9,135190.8,612 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,22-10-2019,PFMS0577031018,844,189.36,159819.84,844 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,9-7-2019,PFMS4542201738,674,14.46,9746.04,674 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,4-9-2019,PFMS6375187864,546,276.67,151061.82,546 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,1-8-2019,PFMS3756747581,762,163.1,124282.2,762 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,24-6-2019,PFMS7502745043,393,176.37,69313.41,393 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,17-1-2019,PFMS7882628400,640,19.39,12409.6,640 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,9-9-2019,PFMS8883040550,305,81.27,24787.35,305 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,7-1-2019,PFMS2588337304,775,164.67,127619.25,775 sales
Evans Mensah,6810221217,EVA ADDRESS,Sale,9-3-2019,PFMS2826276611,919,88.89,81689.91,919 sales
Yaw Kwaah,8238078287,YAW ADDRESS,Sale,11-2-2019,PFMS7115138005,816,89.78,73260.48,816 sales
Yaw Kwaah,8238078287,YAW ADDRESS,Sale,22-8-2019,PFMS4321728855,335,173.12,57995.2,335 sales
Yaw Kwaah,8238078287,YAW ADDRESS,Sale,11-1-2019,PFMS5481054400,722,5.44,3927.68,722 sales
Yaw Kwaah,8238078287,YAW ADDRESS,Sale,3-7-2019,PFMS0885570548,677,136.77,92593.29,677 sales
Yaw Kwaah,8238078287,YAW ADDRESS,Sale,15-6-2019,PFMS3446660700,389,40.12,15606.68,389 sales
Yaw Kwaah,8238078287,YAW ADDRESS,Sale,2-10-2019,PFMS5532465253,709,48.22,34187.98,709 sales
Yaw Kwaah,8238078287,YAW ADDRESS,Sale,11-2-2019,PFMS3550336024,729,22.96,16737.84,729 sales
Yaw Kwaah,8238078287,YAW ADDRESS,Sale,28-10-2019,PFMS6607768823,266,4.67,1242.22,266 sales
Yaw Kwaah,8238078287,YAW ADDRESS,Sale,1-9-2019,PFMS1064061063,492,134.19,66021.48,492 sales
Yaw Kwaah,8238078287,YAW ADDRESS,Sale,12-9-2019,PFMS2066351688,487,330.13,160773.31,487 sales
Yaw Kwaah,8238078287,YAW ADDRESS,Sale,27-5-2019,PFMS0406062486,644,156.95,101075.8,644 sales
Yaw Kwaah,8238078287,YAW ADDRESS,Sale,27-5-2019,PFMS0044238082,344,114.83,39501.52,344 sales
Yaw Kwaah,8238078287,YAW ADDRESS,Sale,28-8-2019,PFMS7126320747,793,233.49,185157.57,793 sales
Yaw Kwaah,8238078287,YAW ADDRESS,Sale,4-2-2019,PFMS5827766801,436,50.12,21852.32,436 sales
Yaw Kwaah,8238078287,YAW ADDRESS,Sale,25-5-2019,PFMS3178114442,576,218.48,125844.48,576 sales
Yaw Kwaah,8238078287,YAW ADDRESS,Sale,11-8-2019,PFMS8275754473,606,3.2,1939.2,606 sales
Yaw Kwaah,8238078287,YAW ADDRESS,Sale,13-4-2019,PFMS5701781622,250,100.91,25227.5,250 sales
Yaw Kwaah,8238078287,YAW ADDRESS,Sale,3-4-2019,PFMS4476083216,779,188.82,147090.78,779 sales
Yaw Kwaah,8238078287,YAW ADDRESS,Sale,8-6-2019,PFMS8548505882,343,86.73,29748.39,343 sales
Yaw Kwaah,8238078287,YAW ADDRESS,Sale,11-3-2019,PFMS8826352128,442,226.47,100099.74,442 sales
Yaw Kwaah,8238078287,YAW ADDRESS,Sale,16-10-2019,PFMS7814580337,260,472.57,122868.2,260 sales
Yaw Kwaah,8238078287,YAW ADDRESS,Sale,22-1-2019,PFMS4183078031,700,26.91,18837.0,700 sales
Yaw Kwaah,8238078287,YAW ADDRESS,Sale,12-11-2019,PFMS7453121076,673,93.71,63066.83,673 sales
Yaw Kwaah,8238078287,YAW ADDRESS,Sale,27-6-2019,PFMS6587081008,684,207.41,141868.44,684 sales
Yaw Kwaah,8238078287,YAW ADDRESS,Sale,20-5-2019,PFMS7473555222,653,244.67,159769.51,653 sales
Yaw Kwaah,8238078287,YAW ADDRESS,Sale,28-1-2019,PFMS1067107266,784,60.33,47298.72,784 sales
Yaw Kwaah,8238078287,YAW ADDRESS,Sale,7-9-2019,PFMS2355254245,946,120.42,113917.32,946 sales
Yaw Kwaah,8238078287,YAW ADDRESS,Sale,16-8-2019,PFMS4403277355,284,116.0,32944.0,284 sales
Yaw Kwaah,8238078287,YAW ADDRESS,Sale,23-8-2019,PFMS4774181013,324,147.51,47793.24,324 sales
Yaw Kwaah,8238078287,YAW ADDRESS,Sale,29-1-2019,PFMS0813687068,959,129.4,124094.6,959 sales
Yaw Kwaah,8238078287,YAW ADDRESS,Sale,17-4-2019,PFMS8804861827,911,240.39,218995.29,911 sales
Yaw Kwaah,8238078287,YAW ADDRESS,Sale,24-2-2019,PFMS2645740762,515,181.86,93657.9,515 sales
Yaw Kwaah,8238078287,YAW ADDRESS,Sale,9-3-2019,PFMS6540631442,768,83.06,63790.08,768 sales
Yaw Kwaah,8238078287,YAW ADDRESS,Sale,26-6-2019,PFMS2306747667,538,74.59,40129.42,538 sales
Yaw Kwaah,8238078287,YAW ADDRESS,Sale,7-5-2019,PFMS3002674740,857,53.04,45455.28,857 sales
Yaw Kwaah,8238078287,YAW ADDRESS,Sale,12-7-2019,PFMS0166774057,601,80.24,48224.24,601 sales
Andy Koo,6354702575,AND ADDRESS,Sale,8-4-2019,PFMS7883268050,534,52.17,27858.78,534 sales
Andy Koo,6354702575,AND ADDRESS,Sale,10-10-2019,PFMS4587005232,995,196.7,195716.5,995 sales
Andy Koo,6354702575,AND ADDRESS,Sale,21-5-2019,PFMS0755150755,537,230.48,123767.76,537 sales
Andy Koo,6354702575,AND ADDRESS,Sale,19-11-2019,PFMS4348655454,800,11.68,9344.0,800 sales
Andy Koo,6354702575,AND ADDRESS,Sale,15-4-2019,PFMS8655476518,611,387.61,236829.71,611 sales
Andy Koo,6354702575,AND ADDRESS,Sale,21-10-2019,PFMS7347342588,890,3.43,3052.7,890 sales
Andy Koo,6354702575,AND ADDRESS,Sale,7-11-2019,PFMS4705752266,940,11.52,10828.8,940 sales
Andy Koo,6354702575,AND ADDRESS,Sale,4-6-2019,PFMS7410214113,897,286.79,257250.63,897 sales
Andy Koo,6354702575,AND ADDRESS,Sale,19-8-2019,PFMS1207237048,832,12.31,10241.92,832 sales
Andy Koo,6354702575,AND ADDRESS,Sale,10-11-2019,PFMS6604114256,944,168.6,159158.4,944 sales
Andy Koo,6354702575,AND ADDRESS,Sale,9-1-2019,PFMS7348536102,279,144.34,40270.86,279 sales
Andy Koo,6354702575,AND ADDRESS,Sale,26-2-2019,PFMS0523243437,390,29.84,11637.6,390 sales
Andy Koo,6354702575,AND ADDRESS,Sale,10-6-2019,PFMS3216328147,766,388.15,297322.9,766 sales
Andy Koo,6354702575,AND ADDRESS,Sale,25-1-2019,PFMS4323351280,392,61.09,23947.28,392 sales
Andy Koo,6354702575,AND ADDRESS,Sale,28-11-2019,PFMS0368353042,305,63.44,19349.2,305 sales
Andy Koo,6354702575,AND ADDRESS,Sale,13-4-2019,PFMS1545683036,761,116.67,88785.87,761 sales
Andy Koo,6354702575,AND ADDRESS,Sale,27-8-2019,PFMS7847305181,410,46.18,18933.8,410 sales
Andy Koo,6354702575,AND ADDRESS,Sale,1-5-2019,PFMS8127430287,721,177.38,127890.98,721 sales
Andy Koo,6354702575,AND ADDRESS,Sale,29-6-2019,PFMS2515270802,683,161.9,110577.7,683 sales
Andy Koo,6354702575,AND ADDRESS,Sale,19-8-2019,PFMS4800523207,581,61.86,35940.66,581 sales
Andy Koo,6354702575,AND ADDRESS,Sale,22-5-2019,PFMS3206521048,546,234.27,127911.42,546 sales
Andy Koo,6354702575,AND ADDRESS,Sale,10-3-2019,PFMS5721411022,393,123.45,48515.85,393 sales
Andy Koo,6354702575,AND ADDRESS,Sale,26-2-2019,PFMS1586363802,398,132.2,52615.6,398 sales
Andy Koo,6354702575,AND ADDRESS,Sale,7-5-2019,PFMS8480258145,731,38.61,28223.91,731 sales
Andy Koo,6354702575,AND ADDRESS,Sale,7-3-2019,PFMS8764525075,718,152.39,109416.02,718 sales
Andy Koo,6354702575,AND ADDRESS,Sale,14-7-2019,PFMS5601737220,812,97.39,79080.68,812 sales
Andy Koo,6354702575,AND ADDRESS,Sale,22-1-2019,PFMS2505717233,546,193.27,105525.42,546 sales
Andy Koo,6354702575,AND ADDRESS,Sale,11-9-2019,PFMS5340701683,805,411.26,331064.3,805 sales
Andy Koo,6354702575,AND ADDRESS,Sale,22-7-2019,PFMS4217870531,909,320.21,291070.89,909 sales
Andy Koo,6354702575,AND ADDRESS,Sale,22-5-2019,PFMS0421462772,570,75.72,43160.4,570 sales
Andy Koo,6354702575,AND ADDRESS,Sale,27-2-2019,PFMS5465120821,497,309.36,153751.92,497 sales
Andy Koo,6354702575,AND ADDRESS,Sale,29-4-2019,PFMS8656887263,338,40.75,13773.5,338 sales
